,file_name,class,detect_tf,box_size,iou,conf
167,0072.txt,car,True,519,0.8403191187431603,0.377541
168,0073.txt,car,True,440,0.7556567742063224,0.5
169,0074.txt,car,True,519,0.8093842335655401,0.268941
170,0075.txt,car,True,682,0.8673519752771467,0.182426
171,0076.txt,car,True,827,0.8233099170646565,0.00407
172,0077.txt,car,True,912,0.8921085803669173,0.182426
173,0078.txt,car,True,942,0.7850555351309829,0.622459
174,0079.txt,car,True,851,0.5581469377492934,0.002473
175,0080.txt,car,True,836,0.7345165236600117,0.5
176,0081.txt,car,True,770,0.7155159204516595,0.622459
177,0082.txt,car,True,609,0.6876494174249048,0.119203
178,0083.txt,car,True,525,0.7213934733426202,0.119203
179,0084.txt,car,True,504,0.6630811665376194,0.268941
180,0085.txt,car,True,500,0.7032621468272495,0.377541
181,0086.txt,car,True,546,0.7713648450494619,0.622459
182,0086.txt,tru,False,7181,0.0,0.0
183,0087.txt,car,True,648,0.5433150439875948,0.001501
184,0087.txt,car,True,1271,0.5647625833774095,0.001501
185,0087.txt,tru,False,2210,0.0,0.0
186,0088.txt,car,True,671,0.6952341562876749,0.5
187,0089.txt,car,True,832,0.7857817492199635,0.622459
188,0090.txt,car,True,1053,0.8342283571087739,0.622459
189,0090.txt,car,True,768,0.8371851951396888,0.377541
190,0091.txt,car,True,782,0.7318442722317655,0.5
191,0091.txt,car,True,1091,0.7762879855430924,0.622459
192,0092.txt,car,True,1715,0.788325798646597,0.731059
193,0092.txt,car,True,703,0.857336661083522,0.029312
194,0093.txt,car,True,3456,0.943269052117233,0.622459
195,0093.txt,car,True,609,0.7582105257704913,0.006693
196,0094.txt,car,True,7704,0.935854148180867,0.731059
197,0094.txt,car,True,580,0.7162592907471118,0.00407
198,0095.txt,car,True,22826,0.9505209537651859,0.880797
199,0095.txt,car,True,494,0.5755459866015327,0.00407
200,0096.txt,car,True,93615,0.8927314847720044,0.119203
201,0096.txt,car,True,408,0.7906962019436856,0.010987
202,0097.txt,car,False,92485,0.0,0.0
203,0097.txt,car,True,368,0.5910693269626519,0.00407
204,0098.txt,car,True,391,0.6250776938426745,0.001501
205,0099.txt,car,False,415,0.0,0.0
206,0100.txt,car,False,458,0.0,0.0
207,0101.txt,car,False,384,0.0,0.0
208,0102.txt,car,False,345,0.0,0.0
209,0103.txt,car,False,425,0.0,0.0
210,0104.txt,car,True,1631,0.8900327340605585,0.047426
211,0104.txt,car,True,5059,0.7861238975241119,0.622459
212,0105.txt,car,True,2268,0.7982579745665567,0.002473
213,0105.txt,car,True,24803,0.984974515918538,0.817575
214,0106.txt,car,True,3792,0.9160477046492703,0.817575
215,0106.txt,car,True,63364,0.8629253249910446,0.002473
216,0107.txt,car,True,219,0.8367375743254469,0.017986
217,0107.txt,car,True,567,0.791088142466283,0.119203
218,0108.txt,car,True,299,0.6323332144698929,0.006693
219,0108.txt,car,True,571,0.807632811315196,0.731059
220,0109.txt,car,True,389,0.6840050614328718,0.006693
221,0109.txt,car,True,571,0.8010813021382995,0.622459
222,0110.txt,car,True,594,0.6775988000917473,0.377541
223,0110.txt,car,True,522,0.587233558203883,0.006693
224,0110.txt,car,True,234,0.6560913251572537,0.001501
225,0111.txt,car,True,760,0.7444286936173469,0.047426
226,0111.txt,car,True,330,0.6082832127671713,0.010987
227,0111.txt,car,True,672,0.7725535433728428,0.622459
228,0112.txt,car,True,513,0.8065188890303706,0.017986
229,0112.txt,car,True,644,0.8310028618878044,0.377541
230,0112.txt,car,True,1391,0.6666871819034497,0.002473
231,0113.txt,car,False,2940,0.0,0.0
232,0113.txt,car,True,836,0.8882676382215647,0.268941
233,0113.txt,car,True,616,0.8171524236779812,0.622459
234,0114.txt,car,True,671,0.7236291170691278,0.268941
235,0114.txt,car,True,8139,0.8233460049140058,0.00407
236,0114.txt,car,True,1828,0.7970157361301001,0.622459
237,0115.txt,car,True,6600,0.9054534596294213,0.001501
238,0115.txt,car,True,6668,0.9645959894719162,0.817575
239,0115.txt,car,True,695,0.680445960875681,0.182426
240,0116.txt,car,True,22100,0.537148905366373,0.00407
241,0116.txt,car,True,720,0.6894018728251183,0.5
242,0117.txt,car,True,750,0.7333049020415993,0.377541
243,0117.txt,car,True,528,0.6251984681110041,0.002473
244,0118.txt,car,True,855,0.8435821144199873,0.001501
245,0118.txt,car,True,837,0.762740959009542,0.182426
246,0119.txt,car,True,1585,0.7564516714191617,0.010987
247,0119.txt,car,True,672,0.7325082649265842,0.001501
248,0119.txt,car,True,884,0.7714572784941159,0.182426
249,0120.txt,car,True,3367,0.8829090642886505,0.017986
250,0120.txt,car,True,1117,0.8042334927148788,0.119203
251,0120.txt,car,True,896,0.9131430999202431,0.377541
252,0121.txt,car,True,9855,0.8830800929343173,0.010987
253,0121.txt,car,True,2660,0.8820696344605456,0.001501
254,0121.txt,car,True,891,0.6640704014298379,0.5
255,0122.txt,car,True,11544,0.7702680407550941,0.731059
256,0122.txt,car,True,780,0.7684856067431529,0.268941
257,0123.txt,car,True,9450,0.5532552177831312,0.006693
258,0123.txt,car,True,561,0.6356550473392144,0.006693
259,0123.txt,car,True,864,0.6362318980572897,0.268941
260,0124.txt,car,True,900,0.6817422925542366,0.001501
261,0124.txt,car,True,836,0.7573955911115969,0.268941
262,0125.txt,car,True,864,0.7268216600914319,0.182426
263,0125.txt,car,False,1983,0.0,0.0
264,0126.txt,car,True,779,0.6491503937780648,0.377541
265,0126.txt,car,True,4751,0.8916499866105053,0.5
266,0127.txt,car,True,650,0.5950103328577859,0.119203
267,0127.txt,car,True,12996,0.8961905908420628,0.622459
268,0128.txt,car,True,648,0.5719518934998679,0.119203
269,0129.txt,car,True,749,0.7932285489038298,0.5
270,0130.txt,car,True,648,0.6181251928450734,0.010987
271,0131.txt,car,True,902,0.828865511532745,0.377541
272,0131.txt,car,True,616,0.71792233874434,0.5
273,0132.txt,car,True,2622,0.9399991395514381,0.731059
274,0133.txt,car,True,3015,0.8505053622723983,0.817575
275,0133.txt,car,False,1365,0.0,0.0
276,0133.txt,car,False,323,0.0,0.0
277,0134.txt,car,True,3431,0.888478549429999,0.731059
278,0134.txt,car,False,580,0.0,0.0
279,0134.txt,car,True,4140,0.6265460070759948,0.001501
280,0134.txt,car,True,342,0.5371601624230851,0.002473
281,0135.txt,car,True,3899,0.9611851643821117,0.731059
282,0135.txt,tru,False,4277,0.0,0.0
283,0135.txt,car,False,5615,0.0,0.0
284,0135.txt,car,False,360,0.0,0.0
285,0136.txt,car,True,5880,0.8945304518246868,0.880797
286,0136.txt,car,True,4481,0.9246720870627911,0.817575
287,0136.txt,car,True,456,0.6821759797133756,0.001501
288,0137.txt,car,True,114235,0.806715605779313,0.622459
289,0138.txt,car,True,45315,0.9651251533651556,0.003173
290,0139.txt,car,True,11015,0.9408409349544461,0.817575
291,0140.txt,car,True,4648,0.8927381157722404,0.817575
292,0141.txt,car,True,2596,0.5273770348066841,0.00117
293,0142.txt,car,True,1644,0.8782693805349099,0.377541
294,0143.txt,car,True,1140,0.7836624469918919,0.5
295,0144.txt,car,True,883,0.7040310794434272,0.377541
296,0145.txt,car,True,667,0.7674545809079428,0.029312
297,0146.txt,car,True,546,0.7225933852535309,0.00407
298,0147.txt,car,True,439,0.5194558832609718,0.006693
299,0148.txt,car,True,360,0.6451940087954675,0.001501
300,0149.txt,car,True,368,0.6692812794164922,0.00407
301,0150.txt,per,False,2322,0.0,0.0
302,0150.txt,car,True,15394,0.6438946087755217,0.001501
303,0151.txt,car,True,36309,0.8602099536225972,0.006693
304,0151.txt,tru,False,318,0.0,0.0
305,0152.txt,car,True,6984,0.7897996771365056,0.047426
306,0153.txt,car,True,1175,0.5045653604221287,0.006693
307,0154.txt,bus,False,18832,0.0,0.0
308,0155.txt,car,False,28530,0.0,0.0
309,0155.txt,bus,False,5952,0.0,0.0
310,0156.txt,bus,True,2447,0.7985577325675608,0.00407
311,0156.txt,car,True,8742,0.7700284160882545,0.006693
312,0156.txt,car,True,405,0.6398737707455235,0.010987
313,0157.txt,car,True,1715,0.878829623346986,0.817575
314,0158.txt,car,True,924,0.6560206198724409,0.001501
315,0158.txt,car,False,1666,0.0,0.0
316,0158.txt,car,False,299,0.0,0.0
317,0158.txt,car,True,1680,0.8663099441581026,0.817575
318,0159.txt,car,False,26058,0.0,0.0
319,0159.txt,car,True,1645,0.8535872273015052,0.731059
320,0160.txt,car,True,1564,0.8639536983889698,0.731059
321,0161.txt,car,True,1530,0.8150778587802694,0.817575
322,0162.txt,car,True,2001,0.7669318398402121,0.5
323,0162.txt,car,True,960,0.5919790580309551,0.182426
324,0162.txt,car,False,174,0.0,0.0
325,0162.txt,car,True,294,0.5858859525884573,0.002473
326,0162.txt,car,True,1610,0.8941966087133109,0.731059
327,0163.txt,car,True,420,0.6554246432428987,0.182426
328,0163.txt,car,True,938,0.5322983961237207,0.029312
329,0163.txt,car,True,368,0.7634906851561251,0.182426
330,0163.txt,car,True,1598,0.8771621246702858,0.817575
331,0164.txt,car,True,416,0.8848255920988306,0.182426
332,0164.txt,car,True,1530,0.8279330866671658,0.731059
333,0165.txt,tru,True,2871,0.5388328920002483,0.00407
334,0165.txt,car,True,504,0.6794694470874388,0.268941
335,0165.txt,car,True,1408,0.6919438859234576,0.731059
336,0166.txt,car,True,619,0.6999920959830683,0.377541
337,0166.txt,car,True,1407,0.8163151389032343,0.622459
338,0167.txt,car,True,1160,0.7902030520505794,0.377541
339,0168.txt,car,True,748,0.7426878490856539,0.075858
340,0168.txt,car,True,1131,0.8780945913001471,0.731059
341,0169.txt,car,True,863,0.7679283286734974,0.5
342,0169.txt,car,True,998,0.7902309339499504,0.622459
343,0170.txt,car,True,897,0.6715537249487025,0.268941
344,0170.txt,car,True,910,0.8898359344228529,0.622459
345,0171.txt,car,True,936,0.882274353316827,0.377541
346,0171.txt,car,True,824,0.9019197826671487,0.622459
347,0172.txt,car,True,1013,0.8473958447421164,0.377541
348,0172.txt,car,True,792,0.7883318204957617,0.622459
349,0173.txt,car,True,1117,0.77268322818875,0.5
350,0173.txt,car,True,791,0.8118394230886522,0.622459
351,0174.txt,car,True,1232,0.8246199271486331,0.5
352,0174.txt,car,True,704,0.8510264894325303,0.622459
353,0175.txt,car,True,1349,0.6949056826171065,0.5
354,0175.txt,car,True,520,0.5431480899595722,0.268941
355,0176.txt,car,True,1456,0.830641908425802,0.622459
356,0176.txt,car,True,800,0.7221398659256393,0.622459
357,0177.txt,car,True,1782,0.7536462302459623,0.622459
358,0177.txt,car,True,744,0.7769571216735763,0.5
359,0178.txt,car,True,2108,0.9367175136910812,0.622459
360,0178.txt,car,True,616,0.660359415200007,0.5
361,0179.txt,car,True,2268,0.8878068402011864,0.731059
362,0180.txt,car,True,1728,0.8091988237551161,0.622459
363,0181.txt,car,True,1580,0.7773694796394943,0.622459
364,0182.txt,car,True,1049,0.7845499746364366,0.00407
365,0183.txt,car,True,740,0.7624160618999936,0.268941
366,0184.txt,car,True,557,0.7967264628483864,0.268941
367,0185.txt,car,True,609,0.7535569218088648,0.377541
368,0186.txt,car,True,681,0.8030057455417852,0.622459
369,0187.txt,car,True,690,0.6463152732281545,0.622459
370,0188.txt,car,True,714,0.7669514777504564,0.5
371,0189.txt,car,True,759,0.7102811891693218,0.731059
372,0190.txt,car,True,883,0.7667290957041364,0.622459
373,0191.txt,car,True,857,0.7560357770611512,0.622459
374,0191.txt,car,True,314,0.5505149188198744,0.002473
375,0192.txt,car,True,408,0.5249815763188653,0.047426
376,0192.txt,car,True,824,0.7280789941754451,0.622459
377,0193.txt,car,True,551,0.8901948115138238,0.182426
378,0193.txt,car,True,825,0.8951670397670749,0.5
379,0194.txt,car,True,792,0.7554424695041199,0.622459
380,0194.txt,car,True,736,0.8737898927100939,0.622459
381,0195.txt,car,True,1439,0.8269150438148275,0.622459
382,0195.txt,car,True,682,0.8630027720330159,0.268941
383,0196.txt,car,True,3108,0.9541695220789936,0.817575
384,0196.txt,car,True,630,0.873228685242953,0.5
385,0197.txt,car,True,8442,0.9874961158531061,0.880797
386,0197.txt,car,True,621,0.7381422781345823,0.5
387,0197.txt,car,True,315,0.8755245576174536,0.377541
388,0198.txt,car,True,36990,0.9713230001414236,0.817575
389,0198.txt,car,True,408,0.8293061292136994,0.622459
390,0198.txt,car,True,468,0.7546263011351199,0.377541
391,0199.txt,car,True,114021,0.8983905631174004,0.731059
392,0199.txt,car,True,609,0.7408127924707639,0.622459
393,0199.txt,car,True,384,0.5202525364080012,0.377541
394,0200.txt,car,True,899,0.8581094548690665,0.731059
395,0200.txt,car,True,384,0.582192309181381,0.5
396,0201.txt,car,True,1379,0.9464548473414052,0.731059
397,0201.txt,car,True,345,0.7370295545683242,0.377541
398,0202.txt,mot,True,3886,0.649384380136956,0.182426
399,0202.txt,car,True,2378,0.954793507378976,0.731059
400,0202.txt,car,True,374,0.7775760570842973,0.268941
401,0203.txt,car,True,2160,0.9616731927150476,0.5
402,0203.txt,car,True,6363,0.8710236846917819,0.731059
403,0203.txt,car,True,21450,0.9549839307118372,0.817575
404,0203.txt,car,True,3840,0.9208334745599972,0.731059
405,0203.txt,car,True,31850,0.9800779698701008,0.880797
406,0203.txt,car,True,22072,0.950043186726785,0.817575
407,0203.txt,bus,True,76140,0.9368660942002706,0.00117
408,0204.txt,car,True,2013,0.9212174488104912,0.5
409,0204.txt,car,True,5760,0.9324534558206717,0.731059
410,0204.txt,car,True,3420,0.8580229014840787,0.731059
411,0204.txt,car,True,27225,0.9731345178390823,0.817575
412,0204.txt,car,True,20159,0.9526132670426395,0.880797
413,0204.txt,bus,False,80910,0.0,0.0
414,0204.txt,car,True,20812,0.9712887940725946,0.00407
415,0205.txt,car,False,3612,0.0,0.0
416,0205.txt,car,True,17487,0.9792479117968451,0.880797
417,0205.txt,car,True,1728,0.8699741503999994,0.047426
418,0205.txt,car,True,4844,0.8490326332174882,0.731059
419,0205.txt,car,True,2898,0.8287286707555477,0.731059
420,0205.txt,car,True,35862,0.9629117773689378,0.880797
421,0205.txt,car,True,21350,0.9689150234670872,0.075858
422,0206.txt,car,True,13452,0.9266027980821401,0.880797
423,0206.txt,car,True,1279,0.6632937479197311,0.182426
424,0206.txt,car,True,4055,0.8712249331663453,0.731059
425,0206.txt,car,True,2747,0.9157588206945725,0.731059
426,0206.txt,car,True,51269,0.963449542649631,0.939913
427,0206.txt,car,True,18582,0.9623781971241792,0.880797
428,0207.txt,car,True,2720,0.8005717298350588,0.075858
429,0207.txt,car,True,923,0.7926254296825039,0.017986
430,0207.txt,car,True,8100,0.8680597269620148,0.817575
431,0207.txt,car,True,3194,0.8359170567211279,0.5
432,0207.txt,car,True,9775,0.9196106990346455,0.029312
433,0207.txt,car,True,2280,0.8880879152194793,0.731059
434,0207.txt,car,True,42733,0.9753319235994352,0.817575
435,0208.txt,car,True,7979,0.8561847712095081,0.182426
436,0208.txt,car,True,644,0.8215297168420589,0.268941
437,0208.txt,car,True,4746,0.8312795424009812,0.817575
438,0208.txt,car,True,2016,0.7058960127696101,0.001501
439,0208.txt,car,True,505,0.5720081026649301,0.017986
440,0208.txt,car,True,1599,0.9247337246846687,0.731059
441,0208.txt,car,True,4680,0.920679376576485,0.817575
442,0208.txt,car,True,17266,0.9443186394440786,0.817575
443,0209.txt,car,True,432,0.8564943180512745,0.377541
444,0209.txt,car,True,3198,0.959148411468671,0.817575
445,0209.txt,car,True,1320,0.9220488834114502,0.731059
446,0209.txt,car,True,417,0.6756424982867589,0.5
447,0209.txt,car,True,1106,0.8310809306044338,0.622459
448,0209.txt,car,True,6677,0.9206040219946094,0.880797
449,0209.txt,car,True,2464,0.6356486061501311,0.00117
450,0209.txt,car,True,288,0.7367727355818106,0.075858
451,0209.txt,car,True,988,0.5304738784977396,0.047426
452,0210.txt,bus,True,89284,0.9640744709078711,0.00117
453,0210.txt,car,True,2484,0.9120375726376794,0.731059
454,0210.txt,car,True,735,0.7199641944375962,0.622459
455,0210.txt,car,True,863,0.7906735614572717,0.377541
456,0210.txt,car,True,3572,0.9105478711063033,0.817575
457,0210.txt,car,True,1620,0.8630286876519373,0.817575
458,0210.txt,car,True,306,0.7585825338806613,0.268941
459,0210.txt,car,False,224,0.0,0.0
460,0210.txt,car,True,300,0.5189658685933974,0.075858
461,0211.txt,bus,False,138229,0.0,0.0
462,0211.txt,car,True,2078,0.8128148558803622,0.119203
463,0211.txt,car,True,630,0.6717613470176335,0.5
464,0211.txt,car,True,1199,0.8106484302048393,0.731059
465,0211.txt,car,True,512,0.7424041475585316,0.002473
466,0211.txt,car,True,2340,0.943952880480455,0.622459
467,0212.txt,bus,False,142096,0.0,0.0
468,0212.txt,car,True,665,0.7008419677338672,0.182426
469,0212.txt,car,True,1709,0.8531703570383997,0.731059
470,0212.txt,car,True,513,0.7910241707500221,0.377541
471,0212.txt,car,True,408,0.653693480927993,0.075858
472,0212.txt,car,True,988,0.8488824251431799,0.731059
473,0212.txt,car,True,90637,0.8138972454134,0.731059
474,0212.txt,car,True,1616,0.9043029411384502,0.731059
475,0213.txt,car,True,3399,0.9746147133876175,0.731059
476,0213.txt,car,True,1551,0.8426196064273139,0.182426
477,0213.txt,car,True,1343,0.8708427702857174,0.731059
478,0213.txt,bus,False,64000,0.0,0.0
479,0213.txt,car,True,432,0.7582569937389062,0.029312
480,0213.txt,car,True,644,0.7099141200100179,0.731059
481,0213.txt,car,True,294,0.8888602880864438,0.268941
482,0213.txt,car,True,1176,0.884435002304185,0.731059
483,0213.txt,car,True,171798,0.907807527396244,0.00522
484,0214.txt,car,True,4088,0.8012788628566396,0.622459
485,0214.txt,car,True,6725,0.9112067636981273,0.817575
486,0214.txt,car,True,805,0.8770217299300305,0.047426
487,0214.txt,car,True,260,0.6529282294117119,0.119203
488,0214.txt,car,True,500,0.7214405173812084,0.5
489,0214.txt,car,True,315,0.5021919105443067,0.00407
490,0214.txt,car,True,375,0.7645783401772882,0.075858
491,0214.txt,bus,False,29376,0.0,0.0
492,0214.txt,car,True,83848,0.9759658883854306,0.924142
493,0215.txt,tru,True,14719,0.9056522678844617,0.817575
494,0215.txt,bus,True,16170,0.9678517197225178,0.010987
495,0215.txt,car,True,221,0.5662474914829039,0.029312
496,0215.txt,car,True,396,0.6307935099481383,0.5
497,0215.txt,car,True,630,0.856416671306942,0.5
498,0215.txt,car,True,27183,0.9429779512156125,0.817575
