epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,19029.5,1.02162,0.65313,1.00835,0.81265,0.59011,0.6778,0.45095,0.96493,0.62747,0.92583,0.001684,0.001684,0.001684
86,19252.8,1.01994,0.65293,1.0078,0.81163,0.59056,0.67782,0.45112,0.96449,0.62674,0.92568,0.001585,0.001585,0.001585
87,19482.1,1.01224,0.6482,1.0062,0.81336,0.59029,0.67805,0.45141,0.9639,0.62595,0.92544,0.001486,0.001486,0.001486
88,19712.6,1.01549,0.64921,1.00499,0.81398,0.59031,0.67838,0.45196,0.96342,0.62529,0.92524,0.001387,0.001387,0.001387
89,19943.6,1.00851,0.64441,1.00313,0.81536,0.58979,0.6787,0.45219,0.96275,0.62479,0.92503,0.001288,0.001288,0.001288
90,20174.4,1.00773,0.64073,1.00319,0.8146,0.59098,0.67904,0.45246,0.96221,0.62412,0.92483,0.001189,0.001189,0.001189
91,20439,1.0126,0.6164,1.00405,0.81322,0.59211,0.67939,0.45263,0.96187,0.62368,0.92463,0.00109,0.00109,0.00109
92,20661.3,1.00469,0.60889,1.00095,0.8106,0.59412,0.67972,0.45281,0.96173,0.62336,0.92439,0.000991,0.000991,0.000991
93,20883.6,0.99873,0.60425,0.9985,0.80921,0.59556,0.68003,0.45306,0.96145,0.62269,0.92406,0.000892,0.000892,0.000892
94,21105,0.99786,0.60198,0.9979,0.80697,0.5968,0.67984,0.45325,0.96137,0.62229,0.92381,0.000793,0.000793,0.000793
95,21325.8,0.99334,0.59594,0.996,0.80802,0.59782,0.68007,0.45347,0.96116,0.62186,0.92355,0.000694,0.000694,0.000694
96,21546.4,0.98727,0.59135,0.99311,0.80812,0.59835,0.68048,0.45381,0.96076,0.62136,0.92323,0.000595,0.000595,0.000595
97,21769.5,0.98357,0.58765,0.99128,0.80955,0.59814,0.68074,0.454,0.96046,0.621,0.92309,0.000496,0.000496,0.000496
98,21992.1,0.98158,0.58662,0.99067,0.80966,0.59809,0.68076,0.45414,0.96019,0.62079,0.92291,0.000397,0.000397,0.000397
99,22215,0.97613,0.5825,0.98799,0.80952,0.59761,0.68075,0.45438,0.95984,0.6206,0.92273,0.000298,0.000298,0.000298
100,22436.4,0.97751,0.5815,0.98959,0.81137,0.5967,0.681,0.45444,0.95944,0.62014,0.9225,0.000199,0.000199,0.000199
